AREANM,AREACD,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14,yr15
Wandsworth,E09000032,1639.0,1588.4,1482.0,1405.5,1521.1,1366.1,1359.3,1357.6,1298.5,1255.5,1151.4,1230.4,1198.3,1120.4,1153.5
Westminster,E09000033,1271.7,1260.9,1306.4,1205.9,1068.5,947.6,979.9,872.0,953.8,962.6,924.6,989.2,872.9,831.5,898.5
Isle of Anglesey,W06000001,1443.6,1421.5,1428.9,1240.2,1389.2,1290.6,1261.0,1347.6,1353.4,1285.7,1175.5,1184.5,1276.0,1112.7,1235.2
Gwynedd,W06000002,1430.3,1493.9,1438.4,1463.8,1374.4,1255.4,1301.2,1356.2,1243.1,1387.8,1143.2,1133.8,1140.2,1013.0,1279.3
Conwy,W06000003,1515.3,1452.3,1470.5,1375.9,1306.5,1355.8,1279.5,1265.8,1249.3,1164.7,1161.7,1135.1,1170.4,1183.9,1066.7
Denbighshire,W06000004,1513.1,1354.5,1482.9,1397.4,1402.1,1382.9,1309.1,1334.2,1196.4,1307.7,1186.2,1241.9,1338.3,1342.9,1209.9
Flintshire,W06000005,1532.6,1444.9,1601.4,1451.0,1326.0,1331.3,1244.0,1337.6,1253.7,1145.3,1173.0,1176.8,1198.0,1124.1,1155.9
Wrexham,W06000006,1624.8,1733.9,1531.3,1468.8,1497.0,1325.2,1384.9,1432.3,1287.0,1267.1,1219.8,1241.6,1154.7,1262.5,1257.7
Ceredigion,W06000008,1197.7,1279.7,1304.4,1355.5,1300.0,1129.5,1111.0,1125.8,1192.5,1082.8,1161.4,1012.0,1054.8,1040.3,1112.6
Pembrokeshire,W06000009,1650.0,1621.0,1552.1,1399.2,1439.7,1303.9,1277.8,1292.2,1275.4,1159.1,1163.7,1075.7,1139.4,1089.5,1199.1
Carmarthenshire,W06000010,1742.4,1610.2,1808.5,1684.3,1558.9,1485.3,1464.8,1418.1,1273.6,1281.7,1260.7,1206.5,1253.4,1174.2,1173.3
Swansea,W06000011,1470.6,1480.8,1626.4,1508.0,1443.3,1360.1,1444.1,1298.2,1408.5,1271.2,1321.1,1287.2,1308.3,1174.1,1261.3
Neath Port Talbot,W06000012,1688.8,1631.7,1688.1,1534.1,1403.7,1412.4,1451.3,1454.6,1368.1,1338.3,1424.6,1437.7,1317.8,1301.7,1381.9
Bridgend,W06000013,1558.9,1574.1,1724.4,1490.3,1677.9,1537.3,1466.7,1455.3,1340.5,1327.3,1324.1,1377.7,1290.7,1367.3,1326.7
Vale of Glamorgan,W06000014,1429.1,1551.7,1505.9,1272.8,1345.1,1271.2,1316.5,1302.5,1154.5,1245.5,1170.5,1162.4,1175.9,1195.1,1224.8
Cardiff,W06000015,1548.9,1554.5,1491.1,1457.2,1442.2,1395.9,1499.5,1389.3,1258.5,1226.8,1239.9,1298.0,1292.2,1217.3,1211.4
Rhondda Cynon Taf,W06000016,1645.0,1712.1,1735.6,1597.2,1638.9,1548.6,1597.3,1461.9,1497.3,1473.9,1441.9,1340.8,1501.9,1390.5,1367.9
Caerphilly,W06000018,1826.6,1647.8,1708.6,1690.9,1485.9,1448.0,1524.8,1604.4,1316.2,1390.2,1379.5,1333.8,1328.6,1304.4,1367.5
Blaenau Gwent,W06000019,1880.9,1814.7,2002.8,1724.6,1695.3,1518.7,1556.0,1599.0,1413.0,1492.2,1432.1,1470.3,1498.6,1402.1,1395.7
Torfaen,W06000020,1584.3,1464.8,1510.2,1405.7,1376.9,1279.3,1446.9,1494.9,1338.6,1288.4,1281.8,1406.9,1210.2,1204.8,1271.3
Monmouthshire,W06000021,1562.4,1320.4,1393.4,1262.7,1146.7,1292.3,1270.6,1127.9,1011.3,1076.7,1067.7,1095.8,1114.3,913.4,1030.2
Newport,W06000022,1612.8,1551.0,1522.0,1465.0,1456.4,1301.6,1385.7,1476.7,1337.2,1340.9,1205.4,1319.5,1345.0,1268.1,1336.9
Powys,W06000023,1447.8,1417.1,1348.7,1270.1,1295.8,1234.0,1240.7,1201.8,1145.2,1169.9,1111.5,1062.0,1070.8,1003.6,1073.9
Merthyr Tydfil,W06000024,1788.5,1723.1,1832.6,1670.9,1643.7,1397.0,1510.1,1646.3,1519.9,1309.8,1359.7,1198.1,1378.2,1219.9,1325.6
